#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1716788091791659209,0.0,0.0,0.0,4.832352867163405e-37,2.266983661305231e-37,9.8100004196167
1716788091801616187,0.0,0.0,0.0,-3292.42236328125,-1544.5611572265625,-2674.8935546875
1716788091812460581,-5.20442335982807e-06,-2.9370703487074934e-06,-6.480098679872981e-10,0.004999999888241291,0.0,13.87874984741211
1716788091822223946,-4.8010128921305295e-06,-2.702150823097327e-06,1.0366135727579717e-10,0.0024999999441206455,0.0012499999720603228,15.03499984741211
1716788091838326467,-3.626883426477434e-06,-2.1426446892292006e-06,2.455669001477645e-10,-0.0012499999720603228,-0.0012499999720603228,13.141250610351562
1716788091842422664,-2.8093518267269246e-06,-1.1261608960921876e-06,2.2521789988516616e-11,-0.009999999776482582,0.0,16.06999969482422
1716788091852695183,-2.2807416826253757e-06,-8.020128348107392e-07,1.0933309813054848e-10,0.004999999888241291,0.0,12.320000648498535
1716788091863511259,-2.135157728844206e-06,-8.321957807311264e-07,1.196545640347324e-11,0.0,-0.0012499999720603228,13.105000495910645
1716788091876288866,-2.437558350720792e-06,-8.574598950872314e-07,2.9265617706997205e-11,0.0,-0.0012499999720603228,13.09749984741211
1716788091909084693,-9.879506706056418e-07,-1.6568753835599637e-07,-7.367950000114476e-12,0.0009374999790452421,0.0014062499394640326,12.053438186645508
1716788091946924041,9.189517413688009e-08,-4.916981310998381e-07,-7.836384319226397e-11,0.0,7.812499825377017e-05,12.202500343322754
1716788091974004656,8.147861194629513e-07,-7.954768221907216e-08,-7.999789719548289e-11,0.0009374999790452421,0.0003124999930150807,11.489375114440918
1716788091990322802,-7.19505976576329e-07,-4.4789985054194403e-08,1.1281094114412582e-11,-0.0006249999860301614,-0.0006249999860301614,11.426875114440918
1716788092007103953,1.8037587778962916e-07,-3.658366836134519e-07,-8.881856361497853e-11,0.0012499999720603228,0.0,10.800000190734863
