#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1717166563490247653,-1.9297567632747814e-06,-6.102746556280181e-05,-0.0004068637208547443,1.1984989643096924,0.004870567470788956,9.809260368347168
1717166563552670959,-4.834421815758105e-06,-0.0002726003003772348,0.00023800913186278194,1.2072867155075073,0.009975423105061054,9.809402465820312
1717166563599888130,-4.145853381487541e-06,-0.00028656201902776957,0.0002159105788450688,1.3637890815734863,0.0019152946770191193,9.809112548828125
1717166563655440000,-2.9361217457335442e-06,-0.00042808876605704427,-1.258798783965176e-05,1.514089584350586,-0.006217442452907562,9.809045791625977
1717166563702483879,-3.6746459954883903e-06,-0.000376109906937927,-2.0917699657729827e-05,1.6055271625518799,-0.005084354430437088,9.809301376342773
1717166563740195162,-2.7810074243461713e-06,-0.00046122155617922544,-1.2237564988026861e-06,1.7269189357757568,0.001416373997926712,9.809307098388672
1717166563799639010,-1.2940481610712595e-06,-0.00037122468347661197,-8.352299687430786e-07,1.7732373476028442,0.011990180239081383,9.8095703125
1717166563843354287,-9.833102012635209e-07,-0.00044860236812382936,-1.2073878679075278e-06,1.9036823511123657,-0.006393663585186005,9.80925178527832
1717166563904061202,8.42646841192618e-08,-0.00036430914769880474,-1.1019624253094662e-06,1.9475597143173218,-0.0008509308099746704,9.809432983398438
1717166563940282979,-7.657217793166637e-08,-0.0004689520865213126,-1.3892291690353886e-06,2.0878207683563232,-0.004111569374799728,9.808945655822754
1717166563998764017,-3.471404852462001e-07,-0.00041436179890297353,-1.368646621813241e-06,2.191716432571411,0.002176661044359207,9.809090614318848
1717166564059609240,-1.1127303878311068e-06,-0.0002992819936480373,-1.363112232866115e-06,2.1806979179382324,-0.0029630400240421295,9.809527397155762
1717166564093030037,-3.804216248681769e-07,-0.00018894413369707763,-1.395847220919677e-06,2.116999626159668,0.0012443102896213531,9.810077667236328
1717166564139955301,-8.101519597403239e-07,-0.00012299303489271551,-1.4346542229759507e-06,2.090757369995117,0.00591740757226944,9.809450149536133
1717166564199690787,-8.475440154143143e-07,-0.0001019105184241198,-1.4895791764502064e-06,2.1022465229034424,-0.00894077867269516,9.809433937072754
1717166564239759983,-4.090227321285056e-07,-0.00010690960334613919,-1.5583169670208008e-06,2.1333577632904053,0.006445910781621933,9.808860778808594
1717166564298365000,3.9266001294890884e-07,-0.00013005564687773585,-1.6501359141329885e-06,2.1797263622283936,0.0020211152732372284,9.808904647827148
1717166564343904935,-6.294148988672532e-07,-0.0001576033391756937,-1.7357150454699877e-06,2.2286720275878906,-0.00737222284078598,9.80886459350586
1717166564398205817,-6.929772098374087e-07,-0.0001877031900221482,-1.8387133877695305e-06,2.292379856109619,0.0034189634025096893,9.808579444885254
1717166564448688972,2.003612280532252e-07,-0.00021443392324727029,-1.949395937117515e-06,2.3650357723236084,-0.0006798096001148224,9.808754920959473
1717166564500123319,1.860466909420211e-07,-0.0002413641195744276,-2.0642817162297433e-06,2.428832530975342,0.00511174276471138,9.808539390563965
1717166564545892393,2.008855517487973e-07,-0.000262322137132287,-2.1898842987866374e-06,2.5066394805908203,-0.00892406702041626,9.80854606628418
1717166564594451140,-6.924797162355389e-07,-0.00027439239784143865,-2.311104708496714e-06,2.572831869125366,0.0068978071212768555,9.808476448059082
1717166564651889449,1.9178267507413693e-07,-1.2154976502642967e-05,-2.0967418095096946e-06,2.5205318927764893,-0.0037535876035690308,9.809579849243164
1717166564707990682,1.485095708630979e-07,0.0008821093942970037,-1.1218664894840913e-06,1.7676352262496948,0.0018976591527462006,9.813706398010254
1717166564743294599,9.843279258348048e-08,0.0017729396931827068,-1.3477011862050858e-07,0.5630552768707275,0.0019399039447307587,9.816161155700684
1717166564796257031,-6.169866537675261e-07,0.0022249079775065184,4.999063776267576e-07,-0.31791168451309204,-0.008993887342512608,9.814247131347656
1717166564850735986,4.66247001895681e-07,0.002286107512190938,8.799614192867011e-07,-0.8643040657043457,0.009233608841896057,9.81143856048584
1717166564906191791,5.523288564290851e-07,0.0021087678615003824,1.1024920922864112e-06,-1.195285439491272,0.00013419613242149353,9.809348106384277
1717166564945975548,-1.814009010558948e-06,0.0018169304821640253,1.217334784087143e-06,-1.3874621391296387,-0.002242138609290123,9.808141708374023
1717166564991716557,-1.3292083167470992e-07,0.0014934883220121264,1.262982436855964e-06,-1.4808027744293213,0.0016083158552646637,9.80794620513916
1717166565050522444,8.729348337510601e-07,0.0011846129782497883,1.268298660761502e-06,-1.5389306545257568,0.0008940473198890686,9.807608604431152
1717166565091344131,9.356299415230751e-07,0.0009110548999160528,1.2517231198216905e-06,-1.5468538999557495,-0.00419873371720314,9.80776596069336
1717166565140048892,1.126843926613219e-06,0.0006810976192355156,1.2279402881176793e-06,-1.546036958694458,0.0008163899183273315,9.807942390441895
1717166565199290530,1.2790605978807434e-06,0.0004930935683660209,1.188249825645471e-06,-1.5288100242614746,0.0010340102016925812,9.808293342590332
1717166565244808136,-4.552116479317192e-07,0.00034321038401685655,1.1484847846077173e-06,-1.5040051937103271,0.0013441964983940125,9.80858325958252
1717166565309876632,5.827969289384782e-07,0.0002263431524625048,1.1084077868872555e-06,-1.4728882312774658,0.0017327070236206055,9.808728218078613
1717166565345212621,-9.13737494556699e-07,0.00013575513730756938,1.06086872619926e-06,-1.4453444480895996,-0.007924770936369896,9.808880805969238
1717166565389807197,-1.6525717683180119e-06,6.683641549898311e-05,1.023112645270885e-06,-1.4117634296417236,0.0024937428534030914,9.809041023254395
1717166565453274276,-4.4245808794585173e-07,1.5322551917051896e-05,9.840451866693911e-07,-1.381765604019165,0.002866465598344803,9.809283256530762
1717166565493947529,-1.185350697596732e-06,-2.3929464077809826e-05,9.402220939591643e-07,-1.3517680168151855,0.003239184617996216,9.80929183959961
1717166565544266210,-1.1121142051706556e-06,-5.209134178585373e-05,9.028775025399227e-07,-1.311646819114685,-0.006263086572289467,9.809382438659668
1717166565597574135,-2.1019877749495208e-07,-7.208715396700427e-05,8.670151601108955e-07,-1.2892308235168457,0.0040159448981285095,9.809550285339355
1717166565645880675,-1.0985722838086076e-06,-8.742989302845672e-05,8.298887337332417e-07,-1.2541296482086182,-0.0005488637834787369,9.809409141540527
1717166565704686223,1.324192680840497e-06,-9.747508011059836e-05,7.990265658008866e-07,-1.2277106046676636,-0.010221713222563267,9.809657096862793
1717166565744150452,3.529098648868967e-07,-0.00010442702478030697,7.659199923182314e-07,-1.1992207765579224,0.01513393223285675,9.80959415435791
1717166565799017056,-2.9400985113170464e-07,-0.00010869924881262705,7.333196094805317e-07,-1.1651780605316162,-0.004445454105734825,9.809686660766602
1717166565842956234,3.402622041903669e-07,-0.00011144991003675386,7.048593033687212e-07,-1.1438722610473633,-0.004181284457445145,9.809699058532715
1717166565899377786,-1.314245309913531e-06,-0.00011277294106548652,6.761850386283186e-07,-1.112696647644043,0.006205800920724869,9.80955696105957
1717166565945020576,3.2132288652064744e-07,-0.00011323307262500748,6.503189524664776e-07,-1.0874546766281128,-0.008482166565954685,9.809882164001465
1717166566005009381,1.2813945886591682e-06,-0.00011223585170228034,6.249481998565898e-07,-1.0588409900665283,0.006873659789562225,9.809739112854004
1717166566046856056,1.3370757869779482e-06,-0.00011132653162349015,6.015928306624119e-07,-1.0411607027053833,-0.002907790243625641,9.809671401977539
1717166566090380779,-5.142148893355625e-07,-0.00011031045141862705,5.75819399273314e-07,-1.008605718612671,-0.0025043487548828125,9.80984115600586
